Unnamed: 0,Rank,Book Link,Title,Author,Genre,Language,Average Rating,Number of Ratings,Publication Date,Number of Pages,Currently Reading,Want to Read
1018,1015,https://www.goodreads.com/book/show/123471696-something-is-killing-the-children-30,Something is Killing the Children #30,James Tynion IV,Comics,English,4.22,251.0,"March 29, 2023",28.0,6.0,41.0
1019,1015,https://www.goodreads.com/book/show/112985714-the-village-healer-s-book-of-cures,The Village Healer’s Book of Cures,Jennifer Sherman Roberts,Historical Fiction,English,3.78,9996.0,"October 3, 2023",282.0,6042.0,11600.0
1020,1015,https://www.goodreads.com/book/show/123532707-his-curvy-rejected-mate,His Curvy Rejected Mate,Cate C. Wells,Paranormal,English,3.85,5958.0,"April 27, 2023",272.0,1466.0,2615.0
1021,1022,https://www.goodreads.com/book/show/62098447-a-shadow-crown,A Shadow Crown,Melissa Blair,Fantasy,English,4.1,12069.0,"May 9, 2023",480.0,785.0,18500.0
1022,1022,https://www.goodreads.com/book/show/125948154-king,King,S.J. Tilly,Romance,English,4.14,43446.0,"May 25, 2023",394.0,4464.0,20800.0
1023,1022,https://www.goodreads.com/book/show/63391920-codename-charming,Codename Charming,Lucy Parker,Romance,English,3.76,4193.0,"August 15, 2023",378.0,228.0,12700.0
1024,1022,https://www.goodreads.com/book/show/61258005-juno-loves-legs,Juno Loves Legs,Karl Geary,Fiction,English,4.15,6239.0,"April 18, 2023",304.0,319.0,18100.0
1025,1022,https://www.goodreads.com/book/show/122836629-little-monsters-12,Little Monsters #12,Jeff Lemire,Comics,English,4.19,58.0,"April 12, 2023",28.0,595.0,19.0
1026,1022,https://www.goodreads.com/book/show/123410752-dayswork,Dayswork,Chris Bachelder,Fiction,English,3.73,990.0,"January 1, 2023",240.0,80.0,4949.0
1027,1022,https://www.goodreads.com/book/show/197302857-call-of-the-sea,Call of the Sea,Chani Lynn Feener,M M Romance,English,4.11,1447.0,"October 31, 2023",569.0,266.0,1260.0
1028,1029,https://www.goodreads.com/book/show/69658447-captured-fate,Captured Fate,Eva Chase,Reverse Harem,English,3.91,2761.0,"February 22, 2023",402.0,1349.0,1605.0
1029,1029,https://www.goodreads.com/book/show/61928015-uncle-of-the-year,Uncle of the Year: And Other Debatable Triumphs,Andrew Rannells,Nonfiction,English,4.05,2323.0,"May 16, 2023",272.0,102.0,8150.0
1030,1029,https://www.goodreads.com/book/show/123274226-fate-of-the-sun-king,Unknown,Unknown,,Unknown,4.0,6479.5,Unknown,336.0,595.0,16100.0
1031,1029,https://www.goodreads.com/book/show/62919376-alchemy-of-a-blackbird,Alchemy of a Blackbird,Claire McMillan,Historical Fiction,English,3.88,899.0,"July 11, 2023",272.0,90.0,7417.0
1032,1029,https://www.goodreads.com/book/show/60021321-we-don-t-lose-our-class-goldfish,We Don't Lose Our Class Goldfish,Ryan T. Higgins,Picture Books,English,4.29,1009.0,"March 28, 2023",48.0,4.0,313.0
1033,1029,https://www.goodreads.com/book/show/63246650-red-rising,Red Rising: Sons of Ares Vol. 3: Forbidden Song,Pierce Brown,Graphic Novels,English,4.27,810.0,"April 11, 2023",120.0,54.0,726.0
1034,1029,https://www.goodreads.com/book/show/79141786-diana,Diana: My Graphic Obsession,Sivan Piatigorsky-Roth,Graphic Novels,English,3.52,259.0,"May 2, 2023",160.0,2.0,172.0
1035,1029,https://www.goodreads.com/book/show/59725231-enter-ghost,Enter Ghost,Isabella Hammad,Fiction,English,4.1,6784.0,"April 4, 2023",336.0,981.0,25900.0
1036,1029,https://www.goodreads.com/book/show/197456367-insatiable-park-avenue-prince,Insatiable Park Avenue Prince,Brooke Blaine,M M Romance,English,3.94,3553.0,"November 9, 2023",424.0,575.0,1427.0
1037,1038,https://www.goodreads.com/book/show/122774322-what-sleeps-within-the-cove,What Sleeps Within the Cove,Harper L. Woods,Fantasy,English,4.02,269.0,"Expected publication May 13, 2025",336.0,58.0,31000.0
1038,1038,https://www.goodreads.com/book/show/63246652-the-eyes-the-impossible,The Eyes & the Impossible,Dave Eggers,Middle Grade,English,4.24,9654.0,"May 9, 2023",256.0,817.0,15800.0
1039,1038,https://www.goodreads.com/book/show/61102596-now-you-see-us,Now You See Us: A Novel,Balli Kaur Jaswal,Fiction,English,3.74,4282.0,"March 7, 2023",320.0,311.0,16900.0
1040,1038,https://www.goodreads.com/book/show/123362384-jade-shards,Jade Shards,Fonda Lee,Fantasy,English,4.32,2366.0,"July 31, 2023",136.0,51.0,4226.0
1041,1038,https://www.goodreads.com/book/show/127488337-the-book-of-fire,The Book of Fire,Christy Lefteri,Fiction,English,3.81,4306.0,"August 17, 2023",323.0,316.0,20700.0
1042,1043,https://www.goodreads.com/book/show/62039347-planes-trains-and-all-the-feels,"Planes, Trains, and All the Feels",Livy Hart,Romance,English,3.71,6995.0,"May 23, 2023",352.0,244.0,38900.0
1043,1043,https://www.goodreads.com/book/show/61272711-master-slave-husband-wife,Master Slave Husband Wife: An Epic Journey from Slavery to Freedom,Ilyon Woo,Nonfiction,English,3.99,14843.0,"January 17, 2023",416.0,5462.0,45700.0
1044,1043,https://www.goodreads.com/book/show/75710830-time-to-shine,Time to Shine,Rachel Reid,Romance,English,4.04,8706.0,"September 26, 2023",350.0,323.0,28600.0
1045,1046,https://www.goodreads.com/book/show/62919894-the-secret-recipe-of-ella-dove,The Secret Recipe of Ella Dove,Karen Hawkins,Magical Realism,English,3.87,2027.0,"August 15, 2023",352.0,312.0,6582.0
1046,1046,https://www.goodreads.com/book/show/63249715-boys-weekend,Boys Weekend,Mattie Lubchansky,Graphic Novels,English,4.02,2583.0,"June 6, 2023",232.0,36.0,14100.0
1047,1046,https://www.goodreads.com/book/show/62919386-what-the-taliban-told-me,What the Taliban Told Me,Ian Fritz,Memoir,English,3.45,277.0,"November 7, 2023",304.0,38.0,2592.0
1048,1049,https://www.goodreads.com/book/show/75497680-glitter,Glitter,Shannon Mayer,Fantasy,English,4.42,4856.0,"August 25, 2023",362.0,1342.0,1464.0
1049,1049,https://www.goodreads.com/book/show/60827966-hidden-in-the-pines,Hidden in the Pines,Victoria Houston,Mystery,English,3.9,598.0,"January 10, 2023",288.0,35.0,189.0
1050,1049,https://www.goodreads.com/book/show/96178349-saga-62,Saga #62,Brian K. Vaughan,Comics,English,4.29,1056.0,"February 22, 2023",32.0,50.0,171.0
1051,1049,https://www.goodreads.com/book/show/61363163-ephemera,Ephemera,Briana Loewinsohn,Graphic Novels,English,3.98,1117.0,"March 21, 2023",200.0,9.0,1495.0
1052,1049,https://www.goodreads.com/book/show/101146050-the-glutton,The Glutton,A.K. Blakemore,Historical Fiction,English,3.79,4101.0,"October 31, 2023",320.0,450.0,20300.0
1053,1054,https://www.goodreads.com/book/show/61825032-moorewood-family-rules,Moorewood Family Rules,HelenKay Dimon,Fiction,English,3.28,3780.0,"April 25, 2023",384.0,191.0,11200.0
1054,1054,https://www.goodreads.com/book/show/78299952-house-of-striking-oaths,House of Striking Oaths,Olivia Wildenstein,Fantasy,English,4.01,14667.0,"June 29, 2023",510.0,2545.0,16800.0
1055,1054,https://www.goodreads.com/book/show/63546538-dead-mountain,Dead Mountain,Douglas Preston,Mystery,English,4.3,13304.0,"August 22, 2023",388.0,1498.0,8564.0
1056,1054,https://www.goodreads.com/book/show/122923180-something-is-killing-the-children-29,Something is Killing the Children #29,James Tynion IV,Comics,English,4.28,269.0,"February 22, 2023",31.0,4.0,80.0
1057,1058,https://www.goodreads.com/book/show/75399414-saga-61,Saga #61,Brian K. Vaughan,Comics,English,4.39,1184.0,"January 25, 2023",32.0,62.0,234.0
1058,1058,https://www.goodreads.com/book/show/63904949-heron-mill-tenebris,Heron Mill Tenebris,K.L. Taylor-Lane,Dark,English,4.28,329.0,"February 8, 2023",245.0,73.0,663.0
1059,1058,https://www.goodreads.com/book/show/61884937-gone-tonight,Gone Tonight,Sarah Pekkanen,Thriller,English,3.82,30223.0,"August 1, 2023",338.0,1790.0,58800.0
1060,1058,https://www.goodreads.com/book/show/75583461-the-endless-war,The Endless War,Danielle L. Jensen,Fantasy,English,4.19,17195.0,"November 28, 2023",496.0,1173.0,43600.0
1061,1058,https://www.goodreads.com/book/show/62917505-milk-mocha,Milk & Mocha: Our Little Happiness,Melani Sie,Graphic Novels,English,4.34,1024.0,"July 25, 2023",128.0,16.0,619.0
1062,1063,https://www.goodreads.com/book/show/58410355-nightbane,Nightbane,Alex Aster,Fantasy,English,4.14,100168.0,"November 7, 2023",432.0,8406.0,153000.0
1063,1063,https://www.goodreads.com/book/show/101160975-all-the-dead-shall-weep,All the Dead Shall Weep,Charlaine Harris,Fantasy,English,4.08,3909.0,"September 5, 2023",256.0,276.0,5603.0
1064,1063,https://www.goodreads.com/book/show/61913599-deliver-me-from-nowhere,Deliver Me from Nowhere: The Making of Bruce Springsteen's Nebraska,Warren Zanes,Music,English,4.41,1824.0,"January 1, 2023",320.0,252.0,3642.0
1065,1063,https://www.goodreads.com/book/show/124939354-the-poetics-of-passion,The Poetics of Passion,Delphine Ross,Romance,English,4.07,154.0,"January 1, 2023",316.0,11.0,5601.0
1066,1067,https://www.goodreads.com/book/show/62367328-obsession,Obsession,Stuart Woods,Thriller,English,4.21,3833.0,"July 25, 2023",320.0,581.0,558.0
1067,1067,https://www.goodreads.com/book/show/154827278-ghosted,Ghosted,Sarah Ready,Romance,English,3.98,1959.0,"September 21, 2023",457.0,86.0,7985.0
1068,1069,https://www.goodreads.com/book/show/195649047-fence,Fence: Redemption #4,C.S. Pacat,Young Adult,English,4.57,247.0,"September 13, 2023",25.0,7.0,168.0
1069,1069,https://www.goodreads.com/book/show/199695865-tastes-like-shakkar,Tastes Like Shakkar,Nisha Sharma,Romance,English,3.89,7438.0,"August 1, 2023",336.0,320.0,19300.0
1070,1071,https://www.goodreads.com/book/show/60747024-near-miss,Near Miss,Stuart Woods,Mystery,English,4.16,5672.0,"June 6, 2023",352.0,773.0,716.0
1071,1071,https://www.goodreads.com/book/show/59656615-vengeance-of-the-pirate-queen,Vengeance of the Pirate Queen,Tricia Levenseller,Fantasy,English,4.0,10824.0,"November 1, 2023",336.0,596.0,38000.0
1072,1071,https://www.goodreads.com/book/show/198116563-beneath-the-trees-where-nobody-sees-2,Beneath The Trees Where Nobody Sees #2,Patrick Horvath,Graphic Novels,English,4.43,755.0,"December 6, 2023",30.0,35.0,230.0
1073,1071,https://www.goodreads.com/book/show/68049134-never-met-a-duke-like-you,Never Met a Duke Like You,Amalie Howard,Romance,English,3.78,2801.0,"November 14, 2023",361.0,142.0,9476.0
1074,1075,https://www.goodreads.com/book/show/55118927-a-midsummer-night-s-scheme,A Midsummer Night's Scheme,Harper Kincaid,Mystery,English,3.82,421.0,"March 21, 2023",272.0,31.0,477.0
1075,1075,https://www.goodreads.com/book/show/171832107-fishflies-1,Fishflies #1,Jeff Lemire,Comics,English,3.98,203.0,"July 12, 2023",64.0,3.0,87.0
1076,1075,https://www.goodreads.com/book/show/63905052-hott-shot,Hott Shot,Serena Bell,Romance,English,4.09,413.0,"September 14, 2023",300.0,30.0,4158.0
1077,1078,https://www.goodreads.com/book/show/62649027-borrow-my-heart,Borrow My Heart,Kasie West,Romance,English,3.63,6297.0,"June 13, 2023",281.0,197.0,8327.0
1078,1078,https://www.goodreads.com/book/show/61492437-murder-off-the-books,Murder Off the Books,Tamara Berry,Mystery,English,3.99,1117.0,"May 30, 2023",336.0,58.0,805.0
1079,1078,https://www.goodreads.com/book/show/61167412-the-maltese-iguana,The Maltese Iguana,Tim Dorsey,Fiction,English,4.02,1374.0,"February 28, 2023",336.0,233.0,2735.0
1080,1078,https://www.goodreads.com/book/show/122779901-cold-curses,Cold Curses,Chloe Neill,Urban Fantasy,English,4.29,1517.0,"November 14, 2023",384.0,185.0,4227.0
1081,1078,https://www.goodreads.com/book/show/65213928-the-lost-cause,The Lost Cause,Cory Doctorow,Science Fiction,English,3.62,1401.0,"November 14, 2023",368.0,242.0,5583.0
1082,1078,https://www.goodreads.com/book/show/112975658-the-frozen-river,The Frozen River,Ariel Lawhon,Historical Fiction,English,4.42,194225.0,"December 5, 2023",432.0,22700.0,308000.0
1083,1084,https://www.goodreads.com/book/show/62592445-the-viper,The Viper,John Verdon,Thriller,English,3.84,1607.0,"July 18, 2023",400.0,122.0,4480.0
1084,1084,https://www.goodreads.com/book/show/61980290-when-clouds-touch-us,When Clouds Touch Us,Thanhhà Lại,Middle Grade,English,3.73,1047.0,"May 9, 2023",256.0,35.0,4256.0
1085,1086,https://www.goodreads.com/book/show/62624647-i-did-it-for-you,I Did It For You,Amy Engel,Thriller,English,3.49,1808.0,"July 25, 2023",288.0,67.0,10500.0
1086,1086,https://www.goodreads.com/book/show/100698795-the-mysteries,The Mysteries,Bill Watterson,Graphic Novels,English,3.76,5398.0,"October 10, 2023",72.0,24.0,5222.0
1087,1086,https://www.goodreads.com/book/show/125757593-emergency-contact,Emergency Contact,Lauren Layne,Romance,English,3.95,7155.0,"October 24, 2023",284.0,324.0,11300.0
1088,1086,https://www.goodreads.com/book/show/176443282-cahokia-jazz,Cahokia Jazz,Francis Spufford,Fiction,English,4.01,2882.0,"October 5, 2023",464.0,569.0,12600.0
1089,1086,https://www.goodreads.com/book/show/69704901-black-sheep,Black Sheep,Rachel Harrison,Horror,English,3.59,25002.0,"September 19, 2023",336.0,980.0,98000.0
1090,1091,https://www.goodreads.com/book/show/63005179-hockey-girl-loves-drama-boy,Hockey Girl Loves Drama Boy,Faith Erin Hicks,Graphic Novels,English,3.95,3715.0,"October 3, 2023",304.0,42.0,7204.0
1091,1091,https://www.goodreads.com/book/show/75302296-people-collide,People Collide,Isle McElroy,Fiction,English,3.55,2075.0,"September 26, 2023",256.0,126.0,10100.0
1092,1091,https://www.goodreads.com/book/show/112976857-the-good-part,The Good Part,Sophie Cousens,Romance,English,4.02,33701.0,"November 7, 2023",384.0,1554.0,55300.0
1093,1094,https://www.goodreads.com/book/show/122757689-the-oxygen-farmer,The Oxygen Farmer,Colin Holmes,Science Fiction,English,3.91,521.0,"December 5, 2023",320.0,39.0,5457.0
1094,1094,https://www.goodreads.com/book/show/101008178-there-was-a-party-for-langston,There Was a Party for Langston:,Jason Reynolds,Picture Books,English,4.48,1555.0,"October 3, 2023",56.0,9.0,1162.0
1095,1096,https://www.goodreads.com/book/show/75593800-23-1-2-lies,23 1/2 Lies,James Patterson,Mystery,English,3.7,14202.0,"September 12, 2023",448.0,6041.0,14700.0
1096,1096,https://www.goodreads.com/book/show/195030387-dome-6,Dome 6,Gail Carriger,Science Fiction,English,4.46,635.0,"October 1, 2023",336.0,42.0,316.0
1097,1096,https://www.goodreads.com/book/show/62039176-hangman,Hangman,Maya Binyam,Fiction,English,3.59,1496.0,"August 8, 2023",194.0,134.0,8344.0
1098,1096,https://www.goodreads.com/book/show/167770288-counting-the-cost,Counting the Cost,Jill Duggar,Nonfiction,English,4.03,123231.0,"September 12, 2023",287.0,2915.0,70500.0
1099,1096,https://www.goodreads.com/book/show/63017270-the-deepest-map,The Deepest Map: The High-Stakes Race to Chart the World's Oceans,Laura Trethewey,Science,English,3.98,551.0,"July 11, 2023",304.0,114.0,3905.0
1100,1101,https://www.goodreads.com/book/show/61885110-seven-rules-for-breaking-hearts,Seven Rules for Breaking Hearts,Kristyn J. Miller,Romance,English,3.48,2600.0,"May 16, 2023",352.0,99.0,23900.0
1101,1101,https://www.goodreads.com/book/show/122753645-the-golden-gate,The Golden Gate,Amy Chua,Historical Fiction,English,3.87,4063.0,"September 19, 2023",384.0,515.0,20900.0
1102,1101,https://www.goodreads.com/book/show/158649504-what-you-need-to-be-warm,What You Need to Be Warm,Neil Gaiman,Poetry,English,4.19,3618.0,"October 31, 2023",32.0,28.0,7920.0
1103,1101,https://www.goodreads.com/book/show/61273860-cold-people,Cold People,Tom Rob Smith,Science Fiction,English,3.51,4570.0,"January 19, 2023",354.0,332.0,13600.0
1104,1105,https://www.goodreads.com/book/show/123221848-monstress-volume-8,"Monstress, Volume 8: Inferno",Marjorie M. Liu,Fantasy,English,4.03,1605.0,"November 21, 2023",208.0,65.0,1365.0
1105,1105,https://www.goodreads.com/book/show/129963650-the-takedown,The Takedown,Carlie Walker,Romance,English,3.84,4339.0,"October 3, 2023",352.0,334.0,11700.0
1106,1105,https://www.goodreads.com/book/show/63920580-the-auburn-conference,The Auburn Conference,Tom Piazza,Historical Fiction,English,3.83,381.0,"May 1, 2023",199.0,27.0,595.0
1107,1105,https://www.goodreads.com/book/show/120806182-the-internet-con,The Internet Con: How to Seize the Means of Computation,Cory Doctorow,Nonfiction,English,4.16,912.0,"September 5, 2023",192.0,166.0,2639.0
1108,1109,https://www.goodreads.com/book/show/101161101-the-shamshine-blind,The Shamshine Blind,Paz Pardo,Science Fiction,English,3.53,1401.0,"February 14, 2023",320.0,155.0,15800.0
1109,1109,https://www.goodreads.com/book/show/61897794-the-bill-of-obligations,The Bill of Obligations: The Ten Habits of Good Citizens,Richard N. Haass,Nonfiction,English,4.13,1282.0,"January 24, 2023",240.0,353.0,1939.0
1110,1111,https://www.goodreads.com/book/show/62802757-remember-me,Remember Me,Mary Balogh,Romance,English,3.98,4172.0,"June 20, 2023",368.0,412.0,5259.0
1111,1111,https://www.goodreads.com/book/show/60324341-brotherless-night,Brotherless Night,V.V. Ganeshananthan,Historical Fiction,English,4.45,8518.0,"January 3, 2023",348.0,1119.0,25200.0
1112,1111,https://www.goodreads.com/book/show/74829208-things-i-wish-i-told-my-mother,Things I Wish I Told My Mother,Susan Patterson,Fiction,English,3.93,25871.0,"April 10, 2023",322.0,1530.0,30800.0
1113,1114,https://www.goodreads.com/book/show/61787619-the-joker-volume-three,"The Joker, Volume Three",James Tynion IV,Comics,English,3.92,291.0,"February 21, 2023",160.0,27.0,105.0
1114,1114,https://www.goodreads.com/book/show/62951865-night-watch,Night Watch,Jayne Anne Phillips,Historical Fiction,English,3.77,11398.0,"September 19, 2023",276.0,2865.0,37700.0
1115,1114,https://www.goodreads.com/book/show/62080152-endless-vessel,Endless Vessel,Charles Soule,Science Fiction,English,3.78,2621.0,"June 6, 2023",368.0,178.0,25200.0
1116,1117,https://www.goodreads.com/book/show/65214306-every-duke-has-his-day,Every Duke Has His Day,Suzanne Enoch,Romance,English,3.87,2625.0,"September 19, 2023",320.0,122.0,13300.0
1117,1117,https://www.goodreads.com/book/show/62854804-esme-cahill-fails-spectacularly,Esme Cahill Fails Spectacularly,Marie Bostwick,Fiction,English,4.06,2437.0,"May 30, 2023",358.0,214.0,9372.0
1118,1119,https://www.goodreads.com/book/show/61609871-the-trackers,The Trackers,Charles Frazier,Historical Fiction,English,3.7,13057.0,"April 11, 2023",320.0,1660.0,63500.0
