Unnamed: 0,Rank,Book Link,Title,Author,Genre,Language,Average Rating,Number of Ratings,Publication Date,Number of Pages,Currently Reading,Want to Read
870,858,https://www.goodreads.com/book/show/75565153-forbidden,Forbidden: Part One,Emilia Emerson,Omegaverse,English,3.85,9422.0,"March 1, 2023",568.0,2820.0,8985.0
871,858,https://www.goodreads.com/book/show/61613477-humanly-possible,"Humanly Possible: Seven Hundred Years of Humanist Freethinking, Inquiry, and Hope",Sarah Bakewell,Philosophy,English,4.02,1728.0,"March 28, 2023",464.0,675.0,487.0
872,858,https://www.goodreads.com/book/show/36205229-furious-heaven,Furious Heaven,Kate Elliott,Science Fiction,English,4.23,759.0,"March 2, 2023",1081.0,101.0,1315.0
873,858,https://www.goodreads.com/book/show/59434036-forever,Forever,J.R. Ward,Paranormal,English,4.07,4447.0,"March 28, 2023",478.0,1030.0,4189.0
874,858,https://www.goodreads.com/book/show/185132856-christmas-pie,Christmas Pie,Jodi Taylor,Time Travel,English,4.46,1868.0,"December 25, 2023",100.0,159.0,600.0
875,858,https://www.goodreads.com/book/show/199066185-da-vi-var-yngre,Da vi var yngre,Oliver Lovrenski,Fiction,Norwegian,4.24,4073.0,"September 29, 2023",242.0,253.0,3147.0
876,858,https://www.goodreads.com/book/show/61418417-junior-high,Junior High,Tegan Quin,Graphic Novels,English,4.07,3027.0,"May 30, 2023",304.0,69.0,5647.0
877,858,https://www.goodreads.com/book/show/198910162-tormented,Tormented,Elayna R. Gallea,Fantasy,English,3.77,6741.0,"June 21, 2023",444.0,2075.0,11500.0
878,879,https://www.goodreads.com/book/show/29763838-so-close,So Close,Sylvia Day,Romance,English,3.51,3804.0,"March 28, 2023",326.0,880.0,24100.0
879,879,https://www.goodreads.com/book/show/61885014-dead-man-s-wake,Dead Man's Wake,Paul Doiron,Mystery,English,4.17,4324.0,"June 27, 2023",320.0,448.0,13800.0
880,879,https://www.goodreads.com/book/show/122997708-blue-skies,Blue Skies,T.C. Boyle,Fiction,German,3.81,4321.0,"August 22, 2023",457.0,452.0,9561.0
881,879,https://www.goodreads.com/book/show/61140839-the-sound-of-light,The Sound of Light,Sarah Sundin,Historical Fiction,English,4.34,3179.0,"February 7, 2023",343.0,219.0,11000.0
882,879,https://www.goodreads.com/book/show/74855172-the-human-origins-of-beatrice-porter-and-other-essential-ghosts,The Human Origins of Beatrice Porter and Other Essential Ghosts,Soraya Palmer,Fiction,English,3.86,1092.0,"March 28, 2023",288.0,101.0,11600.0
883,879,https://www.goodreads.com/book/show/62909110-ambrosia,Ambrosia,C.N. Crawford,Fantasy,English,3.79,24187.0,"February 20, 2023",350.0,3352.0,13000.0
884,879,https://www.goodreads.com/book/show/76839114-all-the-little-raindrops,All the Little Raindrops,Mia Sheridan,Thriller,English,4.05,57229.0,"November 1, 2023",390.0,18300.0,68500.0
885,879,https://www.goodreads.com/book/show/123423832-the-coworker,The Coworker,Freida McFadden,Thriller,English,3.77,364333.0,"August 23, 2023",362.0,28200.0,239000.0
886,879,https://www.goodreads.com/book/show/60834936-the-infinite,The Infinite,Ada Hoffmann,Science Fiction,English,4.26,307.0,"January 24, 2023",344.0,9.0,520.0
887,879,https://www.goodreads.com/book/show/83814905-the-christmas-guest,The Christmas Guest,Peter Swanson,Christmas,English,3.61,29057.0,"September 28, 2023",96.0,1674.0,34400.0
888,879,https://www.goodreads.com/book/show/101160753-the-six,The Six: The Untold Story of America's First Women Astronauts,Loren Grush,Nonfiction,English,4.35,4827.0,"September 5, 2023",432.0,487.0,35500.0
889,879,https://www.goodreads.com/book/show/197455411-infamous-park-avenue-prince,Infamous Park Avenue Prince,Ella Frank,M M Romance,English,3.99,6564.0,"September 21, 2023",454.0,867.0,3221.0
890,879,https://www.goodreads.com/book/show/75593706-follow-the-money,Follow The Money: How much does Britain cost?,Paul Johnson,Economics,English,4.29,796.0,"February 26, 2023",313.0,184.0,1202.0
891,879,https://www.goodreads.com/book/show/60877589-venco,VenCo,Cherie Dimaline,Fantasy,English,3.78,10126.0,"February 7, 2023",400.0,517.0,54700.0
892,893,https://www.goodreads.com/book/show/61271693-why-are-you-like-this,Why Are You Like This?: An ArtbyMoga Comic Collection,Meg Adams,Graphic Novels,English,4.21,1089.0,"March 7, 2023",176.0,7.0,3299.0
893,893,https://www.goodreads.com/book/show/122753589-that-sik-luv,That Sik Luv,Jescie Hall,Dark,English,4.01,49492.0,"March 3, 2023",496.0,10600.0,76100.0
894,893,https://www.goodreads.com/book/show/60784449-the-last-beekeeper,The Last Beekeeper,Julie Carrick Dalton,Fiction,English,3.92,1820.0,"March 7, 2023",384.0,86.0,11700.0
895,893,https://www.goodreads.com/book/show/124026160-pick-six,Pick Six,Maggie Rawdon,Sports Romance,English,4.01,7583.0,"May 4, 2023",352.0,1820.0,7771.0
896,893,https://www.goodreads.com/book/show/62327255-the-paris-daughter,The Paris Daughter,Kristin Harmel,Historical Fiction,English,4.24,53749.0,"June 6, 2023",384.0,3667.0,98900.0
897,893,https://www.goodreads.com/book/show/61604799-black-earth-wisdom,Black Earth Wisdom: Soulful Conversations with Black Environmentalists,Leah Penniman,Nonfiction,English,4.59,177.0,"February 28, 2023",356.0,65.0,2582.0
898,893,https://www.goodreads.com/book/show/123250777-don-t-let-the-pigeon-drive-the-sleigh,Don't Let the Pigeon Drive the Sleigh!,Mo Willems,Picture Books,English,4.24,1262.0,"September 5, 2023",40.0,10.0,487.0
899,893,https://www.goodreads.com/book/show/59651126-sincerely-me,"Sincerely, Me",Julietta Henderson,Contemporary,English,4.13,716.0,"February 23, 2023",368.0,43.0,840.0
900,893,https://www.goodreads.com/book/show/75349380-don-t-forget-to-write,Don’t Forget to Write,Sara Goodman Confino,Historical Fiction,English,4.5,58843.0,"September 1, 2023",334.0,9591.0,59200.0
901,893,https://www.goodreads.com/book/show/60177466-age-of-vice,Age of Vice,Deepti Kapoor,Fiction,English,3.61,31551.0,"January 3, 2023",544.0,3109.0,83000.0
902,893,https://www.goodreads.com/book/show/63946922-the-love-plot,The Love Plot,Samantha Young,Romance,English,3.82,6523.0,"August 29, 2023",352.0,202.0,16200.0
903,893,https://www.goodreads.com/book/show/71872869-death-in-the-dark-woods,Death in the Dark Woods,Annelise Ryan,Mystery,English,3.72,2133.0,"December 12, 2023",336.0,128.0,15000.0
904,893,https://www.goodreads.com/book/show/197851917-nattskolen,Nattskolen,Karl Ove Knausgård,Fiction,Norwegian,4.37,1273.0,"October 27, 2023",484.0,98.0,1030.0
905,906,https://www.goodreads.com/book/show/85157765-scattershot,"Scattershot: Life, Music, Elton, and Me",Bernie Taupin,Nonfiction,English,3.58,1827.0,"September 12, 2023",416.0,545.0,1861.0
906,906,https://www.goodreads.com/book/show/60784368-once-upon-a-prime,Once Upon a Prime: The Wondrous Connections Between Mathematics and Literature,Sarah Hart,Nonfiction,English,3.91,966.0,"April 11, 2023",304.0,296.0,7239.0
907,906,https://www.goodreads.com/book/show/61103018-a-spell-of-good-things,A Spell of Good Things,Ayọ̀bámi Adébáyọ̀,Fiction,English,3.78,5671.0,"February 7, 2023",352.0,760.0,24100.0
908,906,https://www.goodreads.com/book/show/61272961-an-assassin-in-utopia,An Assassin in Utopia: The True Story of a Nineteenth-Century Sex Cult and a President's Murder,Susan Wels,History,English,3.32,1279.0,"February 7, 2023",272.0,122.0,2487.0
909,906,https://www.goodreads.com/book/show/59965130-filthy-lies,Filthy Lies,Serena Akeroyd,Romance,English,4.48,2703.0,"January 5, 2023",498.0,647.0,3859.0
910,906,https://www.goodreads.com/book/show/26046297-the-year-of-the-locust,The Year of the Locust,Terry Hayes,Thriller,English,3.55,20667.0,"November 9, 2023",663.0,3496.0,30600.0
911,906,https://www.goodreads.com/book/show/125937631-material-world,Material World: The Six Raw Materials That Shape Modern Civilization,Ed Conway,Nonfiction,English,4.53,4329.0,"June 15, 2023",512.0,1397.0,20500.0
912,906,https://www.goodreads.com/book/show/60263191-watership-down,Watership Down: The Graphic Novel,James Sturm,Graphic Novels,English,4.41,1976.0,"October 17, 2023",384.0,180.0,17100.0
913,906,https://www.goodreads.com/book/show/195458565-nuff-said,Nuff Said,Tyrus,Nonfiction,English,4.46,565.0,"November 21, 2023",208.0,197.0,166.0
914,906,https://www.goodreads.com/book/show/74896555-you-with-a-view,"You, with a View",Jessica Joyce,Romance,English,4.1,53422.0,"July 6, 2023",378.0,1673.0,93400.0
915,916,https://www.goodreads.com/book/show/61818151-cosmoknights-book-two,Cosmoknights Book Two,Hannah Templer,Graphic Novels,English,4.58,1937.0,"June 13, 2023",280.0,47.0,1559.0
916,916,https://www.goodreads.com/book/show/57696209-the-cuban-heiress,The Cuban Heiress,Chanel Cleeton,Historical Fiction,English,3.87,13672.0,"April 11, 2023",336.0,719.0,34800.0
917,916,https://www.goodreads.com/book/show/61156498-lunar-love,Lunar Love,Lauren Kung Jessen,Romance,English,3.48,13009.0,"January 10, 2023",336.0,446.0,25500.0
918,916,https://www.goodreads.com/book/show/80830635-don-t-let-her-stay,Don't Let Her Stay,Nicola Sanders,Thriller,English,3.94,174536.0,"February 9, 2023",288.0,15300.0,250000.0
919,916,https://www.goodreads.com/book/show/60621438-filthy-disciple,Filthy Disciple,Cassandra Robbins,Audiobook,English,4.2,2332.0,"February 19, 2023",268.0,583.0,2680.0
920,916,https://www.goodreads.com/book/show/83814831-hunting-the-falcon,"Hunting the Falcon: Henry VIII, Anne Boleyn, and the Marriage That Shook Europe",John Guy,History,English,4.16,1264.0,"September 14, 2023",624.0,526.0,4567.0
921,916,https://www.goodreads.com/book/show/122993405-same-bed-different-dreams,Same Bed Different Dreams,Ed Park,Fiction,English,3.76,2070.0,"November 7, 2023",528.0,753.0,38200.0
922,916,https://www.goodreads.com/book/show/62711641-fractal-noise,Fractal Noise,Christopher Paolini,Science Fiction,English,3.44,11943.0,"May 16, 2023",286.0,1277.0,29100.0
923,916,https://www.goodreads.com/book/show/127280018-second-duke-s-the-charm,Second Duke's the Charm,Kate Bateman,Historical Romance,English,3.96,1250.0,"December 26, 2023",314.0,59.0,4281.0
924,916,https://www.goodreads.com/book/show/75405998-stay-sane-in-an-insane-world,Stay Sane in an Insane World: How to Control the Controllables and Thrive,Greg Harden,Self Help,English,4.27,1062.0,"March 21, 2023",210.0,409.0,2753.0
925,916,https://www.goodreads.com/book/show/73971348-the-rachel-incident,The Rachel Incident,Caroline O'Donoghue,Fiction,English,4.09,90146.0,"June 22, 2023",304.0,4327.0,153000.0
926,927,https://www.goodreads.com/book/show/59827725-filthy-sinner,Filthy Sinner,Serena Akeroyd,Romance,English,4.44,2171.0,"January 24, 2023",302.0,467.0,2718.0
927,927,https://www.goodreads.com/book/show/62198050-george,George: A Magpie Memoir,Frieda Hughes,Memoir,English,3.81,1345.0,"June 6, 2023",272.0,183.0,9509.0
928,927,https://www.goodreads.com/book/show/62645204-lies-my-liberal-teacher-told-me,Lies My Liberal Teacher Told Me: Debunking the False Narratives Defining America's School Curricula,Wilfred Reilly,History,English,3.96,268.0,"August 15, 2023",264.0,231.0,731.0
929,927,https://www.goodreads.com/book/show/61724281-the-best-minds,"The Best Minds: A Story of Friendship, Madness, and the Tragedy of Good Intentions",Jonathan Rosen,Nonfiction,English,4.05,13362.0,"April 18, 2023",576.0,4420.0,40200.0
930,927,https://www.goodreads.com/book/show/61659732-the-fianc-e-farce,The Fiancée Farce,Alexandria Bellefleur,Romance,English,3.97,16075.0,"April 18, 2023",412.0,556.0,33200.0
931,927,https://www.goodreads.com/book/show/200475604-the-dictionary-people,The Dictionary People: The Unsung Heroes Who Created the Oxford English Dictionary,Sarah Ogilvie,Nonfiction,Unknown,3.86,1160.0,"October 17, 2023",336.0,321.0,6619.0
932,933,https://www.goodreads.com/book/show/122779502-a-court-this-cruel-lovely,A Court This Cruel & Lovely,Stacia Stark,Fantasy,English,4.1,67705.0,"March 24, 2023",562.0,10300.0,20600.0
933,933,https://www.goodreads.com/book/show/61153740-dyscalculia,Dyscalculia: A Love Story of Epic Miscalculation,Camonghne Felix,Memoir,English,3.82,3202.0,"February 14, 2023",240.0,138.0,24500.0
934,933,https://www.goodreads.com/book/show/123193218-ward-d,Ward D,Freida McFadden,Thriller,English,3.99,293081.0,"May 8, 2023",333.0,14800.0,170000.0
935,933,https://www.goodreads.com/book/show/75540230-too-sweet,Too Sweet,I.A. Dice,Romance,English,3.97,7988.0,"Published January 1, 2023",348.0,925.0,11200.0
936,933,https://www.goodreads.com/book/show/157076569-dogboy-v-catfish,Dogboy v Catfish,Luke Gracias,Mystery,English,4.08,306.0,"May 18, 2023",247.0,6.0,295.0
937,933,https://www.goodreads.com/book/show/62140427-such-good-friends,Such Good Friends: A Novel of Truman Capote & Lee Radziwill,Stephen Greco,Historical Fiction,English,3.7,1177.0,"May 23, 2023",480.0,976.0,14000.0
938,933,https://www.goodreads.com/book/show/127280282-shakespeare,Unknown,Unknown,,Unknown,4.0,6479.5,Unknown,336.0,595.0,16100.0
939,933,https://www.goodreads.com/book/show/180553290-jeg-burde-kanskje-ha-sagt-nei,Jeg burde kanskje ha sagt nei: Historier om alt som har skjedd meg fordi jeg er så dårlig til å sette grenser,Else Kåss Furuseth,Nonfiction,"Bokmål, Norwegian; Norwegian Bokmål",3.77,636.0,"October 5, 2023",202.0,35.0,327.0
940,933,https://www.goodreads.com/book/show/200996376-seepferdchen,Seepferdchen,Andrea Grill,Nonfiction,German,4.1,10.0,"January 1, 2023",143.0,595.0,6.0
941,942,https://www.goodreads.com/book/show/75365014-man-candy,Man Candy,Vanessa Vale,Romance,English,3.99,2894.0,"March 7, 2023",362.0,359.0,3411.0
942,942,https://www.goodreads.com/book/show/135724628-the-good-girl,The Good Girl,Nikki Sloane,Romance,English,3.76,5751.0,"August 29, 2023",326.0,719.0,9886.0
943,942,https://www.goodreads.com/book/show/61842212-soldier-sailor,Soldier Sailor,Claire Kilroy,Fiction,English,4.06,7166.0,"May 2, 2023",256.0,563.0,20000.0
944,942,https://www.goodreads.com/book/show/64230282-a-beautiful-rival,A Beautiful Rival,Gill Paul,Historical Fiction,English,3.97,3283.0,"September 5, 2023",400.0,472.0,13600.0
945,942,https://www.goodreads.com/book/show/209244088-revolutionary-spring,"Revolutionary Spring: Europe Aflame and the Fight for a New World, 1848-1849",Christopher Clark,History,English,4.19,707.0,"April 27, 2023",896.0,454.0,8546.0
946,947,https://www.goodreads.com/book/show/63911902-bad-bad-seymour-brown,"Bad, Bad Seymour Brown",Susan Isaacs,Mystery,English,3.83,1473.0,"May 2, 2023",400.0,257.0,5879.0
947,947,https://www.goodreads.com/book/show/61278599-conquer-the-kingdom,Conquer the Kingdom,Jennifer Estep,Fantasy,English,3.99,1661.0,"March 7, 2023",414.0,168.0,4992.0
948,947,https://www.goodreads.com/book/show/52263339-rose-house,Rose/House,Arkady Martine,Science Fiction,English,3.69,2544.0,"April 18, 2023",128.0,125.0,7326.0
949,947,https://www.goodreads.com/book/show/90588971-america-fantastica,America Fantastica,Tim O'Brien,Fiction,English,3.45,4024.0,"October 24, 2023",464.0,728.0,23700.0
950,947,https://www.goodreads.com/book/show/60784526-where-coyotes-howl,Where Coyotes Howl,Sandra Dallas,Historical Fiction,English,3.98,4895.0,"April 18, 2023",320.0,214.0,18700.0
951,947,https://www.goodreads.com/book/show/62918999-the-witch-of-new-york,The Witch of New York: The Trials of Polly Bodine and the Cursed Birth of Tabloid Justice,C. Alexander Hortis,Nonfiction,English,3.57,806.0,"August 1, 2023",336.0,118.0,7368.0
952,947,https://www.goodreads.com/book/show/171528733-a-clear-flowing-yarra,A Clear Flowing Yarra,Harry Saddler,Nonfiction,English,3.91,74.0,"August 29, 2023",246.0,12.0,99.0
953,947,https://www.goodreads.com/book/show/59808041-how-not-to-age,How Not to Age: The Scientific Approach to Getting Healthier as You Get Older,Michael Greger,Health,English,4.27,2214.0,"December 5, 2023",640.0,2435.0,5860.0
954,955,https://www.goodreads.com/book/show/60784564-k-nstlers-in-paradise,Künstlers in Paradise,Cathleen Schine,Fiction,English,3.52,3299.0,"March 14, 2023",272.0,334.0,12600.0
955,955,https://www.goodreads.com/book/show/62039153-the-stolen-throne,The Stolen Throne,Abigail Owen,Fantasy,English,4.06,3560.0,"May 2, 2023",528.0,475.0,12700.0
956,955,https://www.goodreads.com/book/show/63111213-excavations,Excavations,Kate Myers,Fiction,English,3.35,1959.0,"July 4, 2023",224.0,227.0,12200.0
957,955,https://www.goodreads.com/book/show/63291995-dogtown,Dogtown,Katherine Applegate,Middle Grade,English,4.21,1906.0,"September 19, 2023",352.0,74.0,4532.0
958,955,https://www.goodreads.com/book/show/62054146-the-keeper-of-hidden-books,The Keeper of Hidden Books,Madeline Martin,Historical Fiction,English,4.12,24064.0,"August 1, 2023",416.0,2703.0,119000.0
959,955,https://www.goodreads.com/book/show/62296497-built-from-the-fire,"Built from the Fire: The Epic Story of Tulsa's Greenwood District, America's Black Wall Street",Victor Luckerson,History,English,4.36,657.0,"May 23, 2023",672.0,256.0,8874.0
960,955,https://www.goodreads.com/book/show/61817859-palestine-1936,Palestine 1936: The Great Revolt and the Roots of the Middle East Conflict,Oren Kessler,History,English,4.32,911.0,"February 15, 2023",336.0,342.0,1980.0
961,955,https://www.goodreads.com/book/show/141305020-the-last-witch-of-scotland,The Last Witch of Scotland: A bewitching story based on true events,Philip Paris,Historical Fiction,English,3.95,2912.0,"April 13, 2023",352.0,429.0,6528.0
962,955,https://www.goodreads.com/book/show/61963525-the-wager,"The Wager: A Tale of Shipwreck, Mutiny and Murder",David Grann,Nonfiction,English,4.18,146918.0,"April 18, 2023",9.0,19600.0,241000.0
963,964,https://www.goodreads.com/book/show/62926935-the-late-mrs-willoughby,The Late Mrs. Willoughby,Claudia Gray,Mystery,English,3.91,7106.0,"May 16, 2023",385.0,438.0,13600.0
964,964,https://www.goodreads.com/book/show/77264228-a-tournament-of-crowns,A Tournament of Crowns,Elise Kova,Fantasy,English,4.27,1816.0,"February 27, 2023",394.0,452.0,11200.0
965,964,https://www.goodreads.com/book/show/198666283-something-is-killing-the-children-34,Something is Killing the Children #34,James Tynion IV,Comics,English,4.41,180.0,"October 25, 2023",26.0,9.0,43.0
966,964,https://www.goodreads.com/book/show/61884839-fearless,Fearless,M.W. Craven,Thriller,English,4.09,3167.0,"June 6, 2023",416.0,226.0,10200.0
967,964,https://www.goodreads.com/book/show/149105764-like-thunder,Like Thunder,Nnedi Okorafor,Fantasy,English,4.0,590.0,"November 28, 2023",336.0,62.0,3745.0
968,964,https://www.goodreads.com/book/show/62918681-the-book-of-charlie,The Book of Charlie: Wisdom from the Remarkable American Life of a 109-Year-Old Man,David von Drehle,Nonfiction,English,3.99,9664.0,"May 23, 2023",194.0,1497.0,26200.0
969,970,https://www.goodreads.com/book/show/75710544-the-veil,The Veil,Ivy Brannon,Fantasy,English,4.06,166.0,"February 1, 2023",416.0,39.0,912.0
970,970,https://www.goodreads.com/book/show/75488091-into-the-bright-open,Into the Bright Open: A Secret Garden Remix,Cherie Dimaline,Young Adult,English,3.76,813.0,"September 5, 2023",281.0,33.0,2580.0
971,970,https://www.goodreads.com/book/show/60916172-the-kind-worth-saving,The Kind Worth Saving,Peter Swanson,Thriller,English,3.69,40815.0,"March 7, 2023",303.0,1930.0,52400.0
972,970,https://www.goodreads.com/book/show/152034931-unruly,Unruly: The Ridiculous History of England's Kings and Queens,David Mitchell,History,English,4.15,19101.0,"September 27, 2023",433.0,4652.0,49000.0
973,974,https://www.goodreads.com/book/show/60317012-anger-bang,Anger Bang,Avery Flynn,Romance,English,3.71,4035.0,"June 27, 2023",400.0,998.0,18200.0
974,974,https://www.goodreads.com/book/show/59007835-charm-city-rocks,Charm City Rocks,Matthew Norman,Romance,English,4.03,2915.0,"June 6, 2023",368.0,116.0,10200.0
975,974,https://www.goodreads.com/book/show/123179008-done-and-dusted,Done and Dusted,Lyla Sage,Westerns,English,3.86,165970.0,"June 6, 2023",356.0,6843.0,153000.0
976,974,https://www.goodreads.com/book/show/101160801-charlie-chaplin-vs-america,"Charlie Chaplin vs. America: When Art, Sex, and Politics Collided",Scott Eyman,Biography,English,4.13,465.0,"October 31, 2023",428.0,100.0,1094.0
977,974,https://www.goodreads.com/book/show/122773797-economics-in-america,Economics in America: An Immigrant Economist Explores the Land of Inequality,Angus Deaton,Economics,English,3.82,310.0,"January 1, 2023",280.0,97.0,967.0
978,979,https://www.goodreads.com/book/show/75706642-house-of-pounding-hearts,House of Pounding Hearts,Olivia Wildenstein,Fantasy,English,4.15,22632.0,"January 29, 2023",444.0,2893.0,29300.0
979,979,https://www.goodreads.com/book/show/61238293-the-counterfeit-scoundrel,The Counterfeit Scoundrel,Lorraine Heath,Historical Romance,English,3.8,2278.0,"February 21, 2023",368.0,249.0,6037.0
980,979,https://www.goodreads.com/book/show/123258505-10-things-that-never-happened,10 Things That Never Happened,Alexis Hall,Romance,English,3.9,14242.0,"October 17, 2023",391.0,620.0,26100.0
981,979,https://www.goodreads.com/book/show/61053576-night-angels,Night Angels,Weina Dai Randel,Historical Fiction,English,4.22,16142.0,"February 1, 2023",375.0,8016.0,13700.0
982,979,https://www.goodreads.com/book/show/201967503-rough-heat,Rough Heat,Marina Vivancos,Omegaverse,English,4.13,670.0,"November 28, 2023",144.0,51.0,269.0
983,979,https://www.goodreads.com/book/show/61908598-the-revolt-against-humanity,The Revolt Against Humanity: Imagining a Future Without Us,Adam Kirsch,Philosophy,English,4.08,276.0,"January 10, 2023",104.0,23.0,512.0
984,985,https://www.goodreads.com/book/show/62919862-swamp-story,Swamp Story,Dave Barry,Humor,English,3.86,7836.0,"May 2, 2023",320.0,811.0,19400.0
985,985,https://www.goodreads.com/book/show/61965263-quantum-supremacy,Quantum Supremacy,Michio Kaku,Science,English,3.79,2312.0,"May 2, 2023",352.0,982.0,4110.0
986,985,https://www.goodreads.com/book/show/75669924-chasm,Chasm,Stacey McEwan,Fantasy,English,3.97,4676.0,"September 12, 2023",502.0,624.0,12400.0
987,985,https://www.goodreads.com/book/show/64005123-out-of-nowhere,Out of Nowhere,Sandra Brown,Romance,English,4.15,20666.0,"August 1, 2023",416.0,2464.0,18000.0
988,985,https://www.goodreads.com/book/show/62645190-the-faint-of-heart,The Faint of Heart,Kerilynn Wilson,Graphic Novels,English,3.89,2227.0,"June 13, 2023",304.0,31.0,6062.0
989,985,https://www.goodreads.com/book/show/60840490-the-long-run,The Long Run,James Acker,Romance,English,4.3,3402.0,"February 7, 2023",400.0,224.0,12100.0
990,985,https://www.goodreads.com/book/show/164749374-something-is-killing-the-children-31,Something is Killing the Children #31,James Tynion IV,Comics,English,4.27,244.0,"July 19, 2023",31.0,10.0,83.0
991,985,https://www.goodreads.com/book/show/57979392-the-mostly-true-story-of-tanner-and-louise,The Mostly True Story of Tanner and Louise,Colleen Oakley,Fiction,English,4.04,29797.0,"March 28, 2023",352.0,1179.0,52800.0
992,985,https://www.goodreads.com/book/show/75601391-firestone,Firestone: The Omega & The Exiled Prince,Claire Cullen,Fantasy,English,4.21,513.0,"January 4, 2023",243.0,59.0,218.0
993,985,https://www.goodreads.com/book/show/123033397-day,Day,Michael Cunningham,Fiction,English,3.56,11989.0,"November 14, 2023",273.0,1325.0,37100.0
994,995,https://www.goodreads.com/book/show/63139962-blind-fear,Blind Fear,Brandon Webb,Thriller,English,4.3,357.0,"July 11, 2023",398.0,30.0,5034.0
995,995,https://www.goodreads.com/book/show/61028171-not-the-ones-dead,Not the Ones Dead,Dana Stabenow,Mystery,English,4.28,2797.0,"April 11, 2023",336.0,452.0,558.0
996,995,https://www.goodreads.com/book/show/61941000-only-this-beautiful-moment,Only This Beautiful Moment,Abdi Nazemian,Young Adult,English,4.45,2012.0,"May 9, 2023",400.0,85.0,13100.0
997,995,https://www.goodreads.com/book/show/183111128-something-is-killing-the-children-32,Something is Killing the Children #32,James Tynion IV,Comics,English,4.24,224.0,"August 16, 2023",31.0,6.0,50.0
998,995,https://www.goodreads.com/book/show/61858962-valiant-women,Valiant Women: The Extraordinary American Servicewomen Who Helped Win World War II,Lena Andrews,Nonfiction,English,4.0,1630.0,"August 1, 2023",351.0,432.0,20800.0
999,995,https://www.goodreads.com/book/show/173403932-ordinary-human-failings,Ordinary Human Failings,Megan Nolan,Fiction,English,3.76,8411.0,"June 15, 2023",224.0,576.0,21900.0
1000,995,https://www.goodreads.com/book/show/170171787-the-husband-game,The Husband Game,Brigham Vaughn,M M Romance,English,4.17,2190.0,"June 30, 2023",575.0,555.0,1293.0
1001,995,https://www.goodreads.com/book/show/178930867-morbidly-yours,Morbidly Yours,Ivy Fairbanks,Romance,English,3.96,22879.0,"July 25, 2023",330.0,1922.0,50800.0
1002,1003,https://www.goodreads.com/book/show/71872274-faking-it-with-the-grump,Faking It With the Grump,Kate O'Keeffe,Romance,English,3.69,2010.0,"March 14, 2023",318.0,467.0,2134.0
1003,1003,https://www.goodreads.com/book/show/60225993-bewitched,Bewitched,Laura Thalassa,Fantasy,English,3.94,24158.0,"April 18, 2023",443.0,5214.0,113000.0
1004,1003,https://www.goodreads.com/book/show/62980350-same-time-next-summer,Same Time Next Summer,Annabel Monaghan,Romance,English,3.75,114546.0,"June 6, 2023",319.0,4523.0,162000.0
1005,1003,https://www.goodreads.com/book/show/62996991-love-betrayal-murder,Love Betrayal Murder,Adam Mitzner,Mystery,English,3.95,1057.0,"May 16, 2023",330.0,58.0,5062.0
1006,1003,https://www.goodreads.com/book/show/62052292-the-meadows,The Meadows,Stephanie Oakes,Young Adult,English,4.05,502.0,"September 12, 2023",448.0,33.0,7337.0
1007,1003,https://www.goodreads.com/book/show/171831795-saga-66,Saga #66,Brian K. Vaughan,Comics,English,4.19,818.0,"September 20, 2023",31.0,53.0,221.0
1008,1003,https://www.goodreads.com/book/show/185847126-the-amazing-alpha-tau-boyfriend-project,The Amazing Alpha Tau Boyfriend Project,Lisa Henry,M M Romance,English,3.93,2417.0,"September 20, 2023",177.0,192.0,1216.0
1009,1010,https://www.goodreads.com/book/show/75424169-hoarded-by-the-dragon,Hoarded by the Dragon,Lillian Lark,Romance,English,4.08,9415.0,"November 3, 2023",379.0,1795.0,5688.0
1010,1010,https://www.goodreads.com/book/show/62056349-golden,Golden,Shannon Mayer,Fantasy,English,4.1,7950.0,"January 2, 2023",283.0,3915.0,4824.0
1011,1010,https://www.goodreads.com/book/show/61401702-a-rogue-s-rules-for-seduction,A Rogue's Rules for Seduction,Eva Leigh,Historical Romance,English,3.76,1589.0,"April 25, 2023",349.0,96.0,1614.0
1012,1010,https://www.goodreads.com/book/show/122912803-saga-63,Saga #63,Brian K. Vaughan,Graphic Novels,English,4.26,989.0,"April 5, 2023",32.0,60.0,199.0
1013,1010,https://www.goodreads.com/book/show/68007237-johann,Unknown,Unknown,,Unknown,4.0,6479.5,Unknown,336.0,595.0,16100.0
1014,1015,https://www.goodreads.com/book/show/63831651-legacy-of-shadows,Legacy of Shadows,Tessa Hale,Reverse Harem,English,4.07,12917.0,"March 15, 2023",290.0,3562.0,11200.0
1015,1015,https://www.goodreads.com/book/show/60055187-the-blood-gift,The Blood Gift,N.E. Davenport,Fantasy,English,3.66,2678.0,"April 18, 2023",464.0,236.0,9653.0
1016,1015,https://www.goodreads.com/book/show/60693470-i-m-no-philosopher-but-i-got-thoughts,"I'm No Philosopher, But I Got Thoughts: Mini-Meditations for Saints, Sinners, and the Rest of Us",Kristin Chenoweth,Nonfiction,English,3.52,3301.0,"January 17, 2023",224.0,168.0,5455.0
1017,1015,https://www.goodreads.com/book/show/156425334-tucker,Tucker,Chadwick Moore,Biography,English,4.29,477.0,"August 1, 2023",272.0,21.0,372.0
